,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,int_rates_add_2pct,new_term
1603,112034584,,12000,12000,12000,36 months,13.59,407.75,C,C2,Jun-17,Current,n,,credit_card,Credit card refinancing,606xx,IL,24.48,0,Aug-01,0,53.0,,19,0,22581,38.2,46,w,13.8618,48 months
1604,110077829,,5600,5600,5600,36 months,11.99,185.98,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,054xx,VT,23.77,0,Nov-04,0,,,16,0,20918,96.8,29,w,12.229800000000001,48 months
1607,111826511,,14400,14400,14400,36 months,7.97,451.05,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,928xx,CA,14.22,0,Apr-04,1,73.0,65.0,11,2,7452,23.8,17,w,8.1294,48 months
1608,111977295,,3500,3500,3500,36 months,9.93,112.83,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,477xx,IN,13.91,0,Sep-11,0,,,9,0,1620,6.0,16,w,10.1286,48 months
1609,112065021,,19400,19400,19400,36 months,16.02,682.24,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,302xx,GA,20.01,1,Nov-96,1,16.0,,10,0,8358,28.3,20,w,16.3404,48 months
1610,111127628,,7500,7500,7500,36 months,16.02,263.76,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,328xx,FL,28.85,0,Oct-08,0,32.0,,5,0,10792,57.1,11,w,16.3404,48 months
1611,112051544,,10000,10000,10000,36 months,7.97,313.23,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,913xx,CA,25.81,0,Mar-02,1,,80.0,22,2,17033,43.9,34,w,8.1294,48 months
1613,111968495,,21925,21925,21925,36 months,17.09,782.67,D,D1,Jun-17,Current,n,,credit_card,Credit card refinancing,350xx,AL,20.4,0,Aug-99,2,71.0,,11,0,16003,80.4,25,w,17.4318,48 months
1614,111969001,,14400,14400,14400,36 months,9.44,460.88,B,B1,Jun-17,Current,n,,home_improvement,Home improvement,320xx,FL,13.27,0,May-98,0,29.0,,14,0,10672,33.2,20,w,9.6288,48 months
1616,110797356,,6400,6400,6400,36 months,11.99,212.55,B,B5,Jun-17,Current,n,,medical,Medical expenses,774xx,TX,33.39,0,Sep-11,0,,,16,0,16701,43.6,17,w,12.229800000000001,48 months
1618,111494175,,10000,10000,10000,36 months,9.93,322.35,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,105xx,NY,17.33,1,Jul-96,0,6.0,,12,0,16951,53.6,17,w,10.1286,48 months
1620,111955758,,7800,7800,7800,36 months,7.07,241.1,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,199xx,DE,12.87,0,Sep-01,2,,,21,0,6500,9.7,38,w,7.2114,48 months
1621,111885524,,24000,24000,24000,36 months,16.02,844.01,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,852xx,AZ,4.37,0,Nov-13,0,,,5,0,9855,57.0,9,w,16.3404,48 months
1622,111966414,,5000,5000,5000,36 months,7.35,155.19,A,A4,Jun-17,Current,n,,home_improvement,Home improvement,497xx,MI,18.2,0,Oct-01,0,,,11,0,2189,11.5,17,w,7.497,48 months
1623,112131433,,4800,4800,4800,36 months,7.07,148.37,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,554xx,MN,20.12,0,Sep-07,1,,,11,0,7607,19.5,21,w,7.2114,48 months
1625,112007561,,4500,4500,4500,36 months,10.42,146.1,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,952xx,CA,22.55,8,Dec-88,0,7.0,,17,0,7273,80.8,53,w,10.6284,48 months
1628,111935671,,10000,10000,10000,36 months,13.59,339.79,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,809xx,CO,20.01,0,Dec-11,2,,,4,0,5204,91.3,14,w,13.8618,48 months
1629,112051018,,11200,11200,11200,36 months,10.42,363.61,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,240xx,VA,21.37,0,Mar-08,0,36.0,,16,0,14281,89.3,19,w,10.6284,48 months
1631,112034244,,9000,9000,9000,36 months,13.59,305.81,C,C2,Jun-17,Current,n,,credit_card,Credit card refinancing,480xx,MI,3.05,0,Mar-04,0,,59.0,7,1,7907,26.4,14,w,13.8618,48 months
1632,111416446,,6400,6400,6400,36 months,9.93,206.3,B,B2,Jun-17,Current,n,,major_purchase,Major purchase,410xx,KY,17.3,0,Oct-07,0,,,7,0,12134,66.3,16,w,10.1286,48 months
1633,112146220,,14000,14000,14000,36 months,10.91,457.75,B,B4,Jun-17,Current,n,,credit_card,Credit card refinancing,327xx,FL,15.05,0,Jan-13,0,,,7,0,13965,75.5,7,w,11.1282,48 months
1636,111776616,,14000,14000,14000,36 months,7.21,433.63,A,A3,Jun-17,Current,n,,medical,Medical expenses,946xx,CA,17.33,0,Aug-94,0,,,7,0,48603,93.5,14,w,7.3542,48 months
1637,111743285,,7000,7000,7000,36 months,7.21,216.82,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,615xx,IL,18.92,0,Mar-96,0,,,6,0,1972,98.6,15,w,7.3542,48 months
1638,111428033,,8000,8000,8000,36 months,11.99,265.68,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,131xx,NY,20.99,0,Sep-02,0,45.0,,4,0,8265,54.7,8,w,12.229800000000001,48 months
1640,111968903,,3000,3000,3000,36 months,13.59,101.94,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,221xx,VA,25.3,0,Mar-98,0,,,17,0,10514,84.8,23,w,13.8618,48 months
1641,111422028,,1000,1000,1000,36 months,23.88,39.17,E,E2,Jun-17,Current,n,,moving,Moving and relocation,939xx,CA,4.44,0,Nov-07,0,,,16,0,3077,55.9,19,w,24.357599999999998,48 months
1642,111551695,,4500,4500,4500,36 months,13.59,152.91,C,C2,Jun-17,Current,n,,credit_card,Credit card refinancing,809xx,CO,25.75,0,Jun-80,1,41.0,,5,0,37713,90.9,22,w,13.8618,48 months
1643,111674770,,6000,6000,6000,36 months,12.62,201.07,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,480xx,MI,10.89,0,Jul-99,0,54.0,70.0,8,2,6474,55.3,14,w,12.872399999999999,48 months
1644,110415932,,18000,18000,18000,36 months,5.32,542.07,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,462xx,IN,32.4,0,Sep-05,2,,,35,0,22373,18.8,92,w,5.4264,48 months
1646,112131190,,6000,6000,6000,36 months,10.42,194.79,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,365xx,AL,16.37,0,Jan-03,0,,,8,0,6073,55.2,14,w,10.6284,48 months
1647,112044366,,5000,5000,5000,36 months,18.06,180.92,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,554xx,MN,19.41,2,Jun-04,0,16.0,94.0,10,1,11005,79.7,17,w,18.4212,48 months
1651,111968636,,10000,10000,10000,36 months,7.07,309.1,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,112xx,NY,21.0,0,Oct-98,0,,,15,0,5506,33.0,28,w,7.2114,48 months
1654,110714446,,40000,40000,40000,36 months,5.32,1204.6,A,A1,Jun-17,Current,n,,moving,Moving and relocation,100xx,NY,0.25,0,Feb-87,0,,,7,0,1577,2.0,14,w,5.4264,48 months
1655,111827525,,10000,10000,10000,36 months,10.91,326.97,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,349xx,FL,4.62,0,May-02,2,37.0,,9,0,4354,28.6,20,w,11.1282,48 months
1656,110639213,,9600,9600,9600,36 months,7.97,300.7,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,151xx,PA,25.47,0,Jul-03,0,,,16,0,11679,39.5,50,w,8.1294,48 months
1658,111673976,,8000,8000,8000,36 months,10.91,261.57,B,B4,Jun-17,Current,n,,credit_card,Credit card refinancing,119xx,NY,28.05,1,Sep-05,0,17.0,45.0,11,1,7092,69.5,22,w,11.1282,48 months
1660,111888829,,6000,6000,6000,36 months,11.99,199.26,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,372xx,TN,17.5,0,Mar-03,0,33.0,,8,0,6984,69.1,15,w,12.229800000000001,48 months
1661,111701034,,9600,9600,9600,36 months,10.42,311.67,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,175xx,PA,22.79,0,Jan-05,0,,,17,0,19657,71.2,20,w,10.6284,48 months
1662,111996122,,20000,20000,20000,36 months,10.91,653.93,B,B4,Jun-17,Current,n,,home_improvement,Home improvement,853xx,AZ,37.77,1,Jan-94,0,13.0,,10,0,7860,29.2,17,w,11.1282,48 months
1663,111908542,,9500,9500,9500,36 months,7.97,297.57,A,A5,Jun-17,Current,n,,home_improvement,Home improvement,764xx,TX,5.59,1,Jun-00,0,22.0,,4,0,1461,36.5,25,w,8.1294,48 months
1664,111760437,,2500,2500,2500,36 months,12.62,83.78,C,C1,Jun-17,Current,n,,other,Other,930xx,CA,23.8,0,May-14,1,,,7,0,5740,29.3,7,w,12.872399999999999,48 months
1665,112047798,,12000,12000,12000,36 months,10.42,389.58,B,B3,Jun-17,Current,n,,credit_card,Credit card refinancing,274xx,NC,26.84,0,Oct-02,1,32.0,,14,0,16949,49.9,16,w,10.6284,48 months
1666,112075605,,24900,24900,24900,36 months,30.75,1067.3,F,F5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,404xx,KY,21.35,0,Feb-03,0,27.0,,9,0,17169,83.8,23,f,31.365,48 months
1669,111955261,,3000,3000,3000,36 months,10.91,98.09,B,B4,Jun-17,Late (31-120 days),n,,home_improvement,Home improvement,781xx,TX,13.13,0,Aug-06,2,,,18,0,16560,85.8,20,w,11.1282,48 months
1670,110746386,,2400,2400,2400,36 months,10.91,78.48,B,B4,Jun-17,Late (31-120 days),n,,credit_card,Credit card refinancing,917xx,CA,28.76,0,Dec-06,0,67.0,,7,0,2693,35.9,19,w,11.1282,48 months
1671,110755235,,6000,6000,6000,36 months,13.59,203.88,C,C2,Jun-17,Current,n,,house,Home buying,606xx,IL,4.94,0,Sep-96,2,,,9,0,885,5.4,10,w,13.8618,48 months
1672,112133224,,6000,6000,6000,36 months,11.99,199.26,B,B5,Jun-17,Current,n,,major_purchase,Major purchase,796xx,TX,7.67,1,Sep-62,0,14.0,,7,0,14617,83.1,12,w,12.229800000000001,48 months
1674,112018073,,5000,5000,5000,36 months,7.35,155.19,A,A4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,749xx,OK,14.61,0,Jun-02,0,81.0,,13,0,4228,37.1,35,w,7.497,48 months
1675,111937741,,6000,6000,6000,36 months,10.91,196.18,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,554xx,MN,10.08,1,Aug-13,1,19.0,,3,0,5182,64.0,7,w,11.1282,48 months
1676,111674185,,6000,6000,6000,36 months,9.93,193.41,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,125xx,NY,28.0,0,Jan-07,1,27.0,,10,0,12665,38.5,18,w,10.1286,48 months
1677,111976616,,15000,15000,15000,36 months,9.93,483.52,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,028xx,RI,25.14,0,Oct-83,2,44.0,84.0,21,1,20216,63.8,34,w,10.1286,48 months
1678,111786835,,14000,14000,14000,36 months,5.32,421.61,A,A1,Jun-17,Current,n,,major_purchase,Major purchase,951xx,CA,11.59,0,Apr-06,1,,,7,0,11336,39.4,34,w,5.4264,48 months
1679,112030971,,40000,40000,40000,36 months,12.62,1340.45,C,C1,Jun-17,Current,n,,home_improvement,Home improvement,902xx,CA,0.36,1,Feb-91,0,10.0,,9,0,2039,8.2,22,w,12.872399999999999,48 months
1680,111811380,,12000,12000,12000,36 months,5.32,361.38,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,236xx,VA,18.34,0,Jul-93,1,,,17,0,22142,19.3,33,w,5.4264,48 months
1682,111570102,,3000,3000,3000,36 months,7.07,92.73,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,622xx,IL,13.78,0,Jan-96,0,24.0,,8,0,5308,9.4,18,w,7.2114,48 months
1683,111986413,,8500,8500,8500,36 months,11.99,282.29,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,921xx,CA,16.67,0,Mar-11,0,,,7,0,7031,41.9,7,w,12.229800000000001,48 months
1684,112118969,,15000,15000,15000,36 months,10.91,490.45,B,B4,Jun-17,Current,n,,credit_card,Credit card refinancing,693xx,NE,14.48,1,Jan-79,0,8.0,,12,0,20152,44.1,18,w,11.1282,48 months
1685,111100392,,2400,2400,2400,36 months,13.59,81.55,C,C2,Jun-17,Current,n,,credit_card,Credit card refinancing,135xx,NY,17.5,0,Oct-13,0,,,13,0,2631,36.5,13,w,13.8618,48 months
1686,112120622,,37150,37150,37150,36 months,5.32,1118.77,A,A1,Jun-17,Current,n,,home_improvement,Home improvement,490xx,MI,9.11,0,Jun-99,1,,,15,0,31688,27.1,40,w,5.4264,48 months
1687,112119992,,3000,3000,3000,36 months,30.84,128.74,G,G2,Jun-17,Charged Off,n,,moving,Moving and relocation,770xx,TX,28.88,1,Apr-12,1,17.0,,7,0,4328,41.6,17,f,31.4568,48 months
1688,112026283,,6500,6500,6500,36 months,16.02,228.59,C,C5,Jun-17,Current,n,,credit_card,Credit card refinancing,305xx,GA,20.49,0,Nov-02,1,,,10,0,15702,48.0,17,w,16.3404,48 months
1689,111887959,,10000,10000,10000,36 months,15.05,346.9,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,838xx,ID,30.87,3,Oct-96,0,4.0,71.0,6,2,1035,57.5,14,w,15.351,48 months
1690,112105806,,8000,8000,8000,36 months,7.35,248.3,A,A4,Jun-17,Current,n,,other,Other,275xx,NC,8.98,0,Feb-12,0,,,6,0,8500,54.1,7,w,7.497,48 months
1691,110790118,,17800,17800,17800,36 months,16.02,625.98,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,282xx,NC,27.73,0,May-76,1,57.0,63.0,7,1,5517,95.1,12,w,16.3404,48 months
1692,112048897,,20700,20700,20700,36 months,10.91,676.81,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,891xx,NV,0.66,0,May-08,1,,,8,0,3597,8.0,12,w,11.1282,48 months
1693,111317985,,6000,6000,6000,36 months,7.97,187.94,A,A5,Jun-17,Current,n,,moving,Moving and relocation,060xx,CT,18.8,3,Dec-90,0,11.0,32.0,12,1,2734,20.3,41,w,8.1294,48 months
1694,111683766,,7000,7000,7000,36 months,18.06,253.28,D,D2,Jun-17,Current,n,,credit_card,Credit card refinancing,112xx,NY,8.33,0,Dec-13,2,,,6,0,9363,73.7,9,w,18.4212,48 months
1695,111807089,,6025,6025,6025,36 months,11.99,200.09,B,B5,Jun-17,Current,n,,medical,Medical expenses,020xx,MA,6.31,0,Sep-03,0,,,2,0,371,7.6,4,w,12.229800000000001,48 months
1696,112034335,,30000,30000,30000,36 months,7.21,929.2,A,A3,Jun-17,Current,n,,credit_card,Credit card refinancing,115xx,NY,4.37,0,May-03,0,,,12,0,23522,34.4,21,w,7.3542,48 months
1698,112073694,,12000,12000,12000,36 months,5.32,361.38,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,331xx,FL,13.49,0,Jun-89,0,28.0,,8,0,2922,8.3,15,w,5.4264,48 months
1699,112118646,,24000,24000,24000,36 months,7.21,743.36,A,A3,Jun-17,Current,n,,credit_card,Credit card refinancing,010xx,MA,9.27,0,May-87,0,,,26,0,19997,16.2,60,w,7.3542,48 months
1701,112055102,,16875,16875,16875,36 months,10.91,551.75,B,B4,Jun-17,Current,n,,credit_card,Credit card refinancing,350xx,AL,12.66,3,Jul-84,1,3.0,,37,0,16864,15.2,55,w,11.1282,48 months
1703,111522016,,16075,16075,16075,36 months,13.59,546.21,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,776xx,TX,14.12,0,Jul-99,2,74.0,,16,0,5043,24.7,35,w,13.8618,48 months
1705,111529434,,24000,24000,24000,36 months,10.91,784.71,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,986xx,WA,17.71,1,Aug-05,0,17.0,70.0,9,1,5448,82.5,22,w,11.1282,48 months
1706,111425665,,8000,8000,8000,36 months,10.91,261.57,B,B4,Jun-17,Current,n,,vacation,Vacation,933xx,CA,12.78,1,May-00,0,21.0,,16,0,6155,53.1,28,w,11.1282,48 months
1707,110733435,,8000,8000,8000,36 months,7.07,247.28,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,554xx,MN,16.83,1,Aug-09,0,10.0,,14,0,7338,28.4,23,w,7.2114,48 months
1708,112119643,,7000,7000,7000,36 months,10.42,227.26,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,827xx,WY,31.74,0,Jan-00,0,,,7,0,11540,55.7,26,w,10.6284,48 months
1709,111753796,,15000,15000,15000,36 months,11.99,498.15,B,B5,Jun-17,Current,n,,car,Car financing,956xx,CA,9.89,0,May-03,0,,,8,0,17270,49.9,13,w,12.229800000000001,48 months
1711,111807140,,3500,3500,3500,36 months,13.59,118.93,C,C2,Jun-17,Current,n,,vacation,Vacation,217xx,MD,30.68,0,May-03,0,,,14,0,30773,64.1,26,w,13.8618,48 months
1712,111810852,,4000,4000,4000,36 months,11.99,132.84,B,B5,Jun-17,Current,n,,other,Other,029xx,RI,1.45,0,May-07,0,,,3,0,23,0.3,5,w,12.229800000000001,48 months
1713,109900125,,2000,2000,2000,36 months,10.42,64.93,B,B3,Jun-17,Current,n,,credit_card,Credit card refinancing,604xx,IL,14.83,0,Oct-92,2,,94.0,14,1,4088,16.8,34,w,10.6284,48 months
1714,111693562,,3000,3000,3000,36 months,5.32,90.35,A,A1,Jun-17,Current,n,,major_purchase,Major purchase,912xx,CA,7.16,0,Sep-98,0,,87.0,8,1,2708,28.5,22,w,5.4264,48 months
1715,112031223,,8725,8725,8725,36 months,16.02,306.84,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,308xx,GA,20.35,0,Jun-07,0,,,8,0,2391,39.9,10,w,16.3404,48 months
1717,111469632,,28675,28675,28675,36 months,16.02,1008.42,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,530xx,WI,21.88,0,Nov-96,0,,,15,0,147397,50.8,23,w,16.3404,48 months
1719,111550870,,9600,9600,9600,36 months,18.06,347.36,D,D2,Jun-17,Current,n,,other,Other,430xx,OH,27.3,0,Jul-97,0,,,7,0,7621,33.0,16,f,18.4212,48 months
1720,112025976,,15000,15000,15000,36 months,16.02,527.51,C,C5,Jun-17,Current,n,,credit_card,Credit card refinancing,208xx,MD,23.97,0,Nov-97,4,,64.0,15,1,14904,56.7,45,w,16.3404,48 months
1721,112048727,,5000,5000,5000,36 months,9.44,160.03,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,606xx,IL,10.16,0,Apr-04,0,41.0,,12,0,4409,44.5,22,w,9.6288,48 months
1722,111796426,,20000,20000,20000,36 months,7.07,618.19,A,A2,Jun-17,Current,n,,credit_card,Credit card refinancing,021xx,MA,16.38,0,Feb-04,0,,,8,0,7169,17.4,15,w,7.2114,48 months
1723,111816487,,3000,3000,3000,36 months,7.35,93.12,A,A4,Jun-17,Current,n,,other,Other,920xx,CA,7.51,0,Jul-10,0,,,6,0,2119,24.6,8,w,7.497,48 months
1724,111863017,,6000,6000,6000,36 months,12.62,201.07,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,805xx,CO,4.9,3,Nov-06,0,15.0,104.0,10,1,2835,69.1,22,w,12.872399999999999,48 months
1726,111927773,,11000,11000,11000,36 months,11.99,365.31,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,752xx,TX,19.16,0,Jan-85,0,,,6,0,10847,27.3,11,w,12.229800000000001,48 months
1727,112048445,,3000,3000,3000,36 months,11.99,99.63,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,549xx,WI,20.27,2,Aug-06,0,9.0,,7,0,5891,40.1,19,w,12.229800000000001,48 months
1729,112030873,,18000,18000,18000,36 months,10.42,584.37,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,220xx,VA,19.98,1,Oct-97,0,7.0,58.0,19,1,12289,49.8,35,w,10.6284,48 months
1730,111847706,,11500,11500,11500,36 months,7.35,356.93,A,A4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,532xx,WI,28.72,0,Apr-86,1,,,14,0,10472,22.9,35,w,7.497,48 months
1731,111863018,,1000,1000,1000,36 months,18.06,36.19,D,D2,Jun-17,Current,n,,other,Other,443xx,OH,17.74,2,Jun-98,2,20.0,,7,0,3120,58.9,20,f,18.4212,48 months
1732,112035766,,1000,1000,1000,36 months,22.91,38.67,E,E1,Jun-17,Current,n,,other,Other,630xx,MO,11.47,0,Feb-99,1,,,6,0,14646,54.0,9,w,23.3682,48 months
1733,112034354,,13000,13000,13000,36 months,9.44,416.07,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,493xx,MI,21.55,0,Mar-98,0,,,7,0,12714,36.3,13,w,9.6288,48 months
1734,110087127,,12000,12000,12000,36 months,7.21,371.68,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,460xx,IN,16.8,0,May-95,1,,,16,0,20396,39.2,36,w,7.3542,48 months
1737,112035903,,5725,5725,5725,36 months,9.44,183.23,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,984xx,WA,8.81,0,Mar-94,0,,70.0,8,1,5712,37.8,18,w,9.6288,48 months
1739,111874290,,7500,7500,7500,36 months,9.93,241.76,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,119xx,NY,15.91,0,Jun-98,1,,,11,0,70044,43.0,30,w,10.1286,48 months
1740,112035597,,30000,30000,30000,36 months,19.03,1100.14,D,D3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,805xx,CO,15.45,0,Jul-00,1,36.0,38.0,9,1,14879,36.1,26,w,19.410600000000002,48 months
1741,112075911,,5000,5000,5000,36 months,18.06,180.92,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,850xx,AZ,25.93,2,Apr-11,0,8.0,,8,0,7572,53.7,16,w,18.4212,48 months
1742,111918563,,4000,4000,4000,36 months,13.59,135.92,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,303xx,GA,29.37,0,Jun-05,1,61.0,,13,0,15328,62.5,27,w,13.8618,48 months
1743,112081592,,1000,1000,1000,36 months,10.91,32.7,B,B4,Jun-17,Current,n,,other,Other,460xx,IN,15.9,0,Aug-11,1,,,10,0,1007,50.4,10,w,11.1282,48 months
1744,111937163,,21000,21000,21000,36 months,18.06,759.84,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,894xx,NV,15.39,0,Aug-11,0,,,15,0,8834,81.8,19,w,18.4212,48 months
1745,112035733,,6600,6600,6600,36 months,9.93,212.75,B,B2,Jun-17,Current,n,,car,Car financing,880xx,NM,14.81,0,Oct-11,0,,,4,0,1527,18.0,8,w,10.1286,48 months
1747,112082643,,6000,6000,6000,36 months,7.21,185.84,A,A3,Jun-17,Current,n,,major_purchase,Major purchase,276xx,NC,16.16,1,Feb-94,0,13.0,,7,0,12365,37.4,19,w,7.3542,48 months
1748,111912131,,6025,6025,6025,36 months,20.0,223.92,D,D4,Jun-17,Current,n,,other,Other,011xx,MA,5.42,1,Sep-90,0,11.0,,3,0,197,49.3,6,w,20.4,48 months
1749,112031923,,3600,3600,3600,36 months,11.99,119.56,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,303xx,GA,11.01,0,Jun-11,0,,,11,0,4571,86.2,12,w,12.229800000000001,48 months
1750,111865497,,16000,16000,16000,36 months,10.42,519.44,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,923xx,CA,12.69,1,Dec-03,1,12.0,,7,0,3987,42.0,14,w,10.6284,48 months
1751,111460487,,17050,17050,17050,36 months,18.06,616.92,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,073xx,NJ,47.1,0,Mar-93,0,,54.0,7,4,6433,59.0,12,w,18.4212,48 months
1752,106936276,,5800,5800,5800,36 months,10.42,188.3,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,956xx,CA,27.93,1,Dec-98,1,10.0,,10,0,5802,43.0,19,w,10.6284,48 months
1753,112132325,,4800,4800,4800,36 months,5.32,144.56,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,494xx,MI,17.36,0,Nov-04,2,,,12,0,6121,21.2,22,w,5.4264,48 months
1754,112118892,,3000,3000,3000,36 months,10.42,97.4,B,B3,Jun-17,Current,n,,credit_card,Credit card refinancing,563xx,MN,20.24,0,Oct-13,2,,82.0,9,2,3393,26.3,12,w,10.6284,48 months
1755,110345290,,32000,32000,32000,36 months,16.02,1125.35,C,C5,Jun-17,In Grace Period,n,,debt_consolidation,Debt consolidation,334xx,FL,16.07,0,Feb-86,3,,,36,0,262113,71.3,53,w,16.3404,48 months
1756,111916504,,25000,25000,25000,36 months,12.62,837.79,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,435xx,OH,13.21,0,Aug-07,2,,,7,0,10244,61.0,15,w,12.872399999999999,48 months
1757,111611131,,9600,9600,9600,36 months,9.93,309.45,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,669xx,KS,13.33,0,Apr-04,0,41.0,45.0,12,2,8711,46.8,19,w,10.1286,48 months
1758,112027893,,12000,12000,12000,36 months,10.42,389.58,B,B3,Jun-17,Current,n,,home_improvement,Home improvement,750xx,TX,20.52,0,Apr-13,1,,,9,0,3279,17.3,11,w,10.6284,48 months
1759,112080425,,6000,6000,6000,36 months,9.93,193.41,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,933xx,CA,22.41,0,Oct-02,0,52.0,,17,0,7683,27.9,33,w,10.1286,48 months
1761,111856281,,6600,6600,6600,36 months,9.93,212.75,B,B2,Jun-17,Current,n,,home_improvement,Home improvement,035xx,NH,12.9,0,Jul-98,0,,51.0,5,1,5464,69.2,21,w,10.1286,48 months
1762,112095733,,1600,1600,1600,36 months,13.59,54.37,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,755xx,TX,10.76,0,Aug-02,0,59.0,,16,0,1988,15.7,28,w,13.8618,48 months
1763,111875675,,8000,8000,8000,36 months,10.42,259.72,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,802xx,CO,19.92,0,Oct-02,0,,,6,0,5375,67.2,8,w,10.6284,48 months
